1164,0,1,1,0,1,null,0,2
1165,2,1,0,0,1,null,0,1
1166,2,0,0,0,0,null,1,0
1168,2,1,1,0,1,1,0,1
1170,2,1,0,0,1,null,0,1
1173,0,0,0,1,0,2,1,2
1174,2,1,0,0,1,null,0,2
1176,1,1,1,1,1,1,1,2
1178,2,1,1,0,0,null,0,1
1179,2,0,0,0,1,null,0,0
1180,1,1,0,1,0,2,1,2
1182,0,0,0,1,0,null,1,1
1183,0,1,0,0,0,1,1,2
1184,2,1,0,0,0,null,0,0
1185,2,1,0,0,1,null,0,1
1186,1,1,0,1,0,null,1,1
1188,2,1,1,1,1,null,1,1
1190,2,0,1,1,1,null,1,2
1191,0,0,0,1,0,2,1,2
1194,0,1,1,1,1,2,1,2
1195,2,1,0,0,0,null,1,0
1196,0,1,1,1,0,1,1,2
1197,1,0,0,0,1,1,1,1
1198,2,1,0,0,0,1,0,2
1199,2,0,1,0,1,null,0,2
1200,1,0,1,0,1,null,1,1
1202,2,1,0,0,1,null,0,2
1203,1,0,1,1,1,2,1,2
1204,1,1,0,0,0,null,0,2
1205,1,1,1,1,0,null,1,1
1206,1,0,1,1,0,null,1,1
1209,1,1,0,1,0,1,1,1
1211,2,1,0,0,1,null,1,1
1212,2,1,1,0,1,null,0,1
1219,1,0,0,1,0,null,1,2
1221,2,1,0,0,1,1,0,2
1222,2,1,0,1,0,null,1,1
1223,2,1,0,0,1,null,0,1
1224,2,1,0,0,1,null,0,2
1225,2,0,0,0,1,null,0,0
1226,1,1,0,1,0,null,1,1
1227,0,1,0,1,0,1,1,2
1229,1,1,1,0,1,null,0,2
1230,2,1,1,0,1,1,0,1
1231,2,1,1,0,1,null,1,2
1233,0,1,1,1,0,2,1,2
1234,2,0,0,1,0,null,1,2
1235,2,0,1,0,1,1,0,1
1236,2,1,0,0,1,null,0,1
1238,1,1,1,0,0,1,0,2
1239,1,1,1,1,0,2,1,2
1241,2,1,0,0,1,null,1,1
1243,1,1,1,1,1,1,1,2
1244,null,1,0,0,1,null,0,0
1245,1,1,0,0,1,null,1,1
1246,1,1,0,0,1,1,1,2
1247,2,1,1,0,1,null,0,1
1249,2,0,0,0,1,null,0,1
1250,1,0,0,0,1,null,1,2
1251,1,1,1,1,1,null,1,2
1255,1,1,0,0,0,null,0,0
1257,1,1,1,0,1,null,0,2
1259,2,1,1,0,0,null,0,1
1260,2,0,0,0,1,null,1,1
1262,2,1,0,0,0,null,1,0
1263,1,1,0,0,0,1,1,2
1264,0,1,1,1,0,1,1,2
1265,0,1,1,0,0,2,1,2
1266,1,1,0,0,0,null,0,2
1267,1,1,1,0,0,1,1,2
1268,0,0,0,0,0,1,0,1
1269,0,1,1,0,1,null,0,1
1270,1,1,1,1,1,1,1,2
1271,2,1,1,0,1,null,1,2
1274,2,1,0,0,1,1,0,2
1275,0,1,0,0,1,null,0,1
1276,0,0,1,1,0,null,1,2
1277,1,1,0,0,1,null,0,1
1278,0,1,1,1,0,1,1,1
1279,2,0,0,0,1,null,0,1
1280,1,0,0,1,1,2,1,2
1281,2,1,1,0,1,null,0,2
1283,1,1,0,0,0,1,0,0
1284,2,1,0,0,1,null,0,1
1286,2,1,1,0,0,null,1,1
1288,1,1,1,0,1,null,0,2
1291,1,1,0,0,0,0,0,1
1293,2,1,1,0,1,1,1,2
1294,1,1,1,1,0,null,1,2
1295,1,1,1,1,1,1,1,2
1296,1,1,1,0,1,null,1,1
1299,2,1,1,1,0,null,1,1
1300,2,1,1,0,1,null,1,2
1301,2,1,1,0,1,null,1,2
1302,1,1,1,0,1,null,0,0
1303,2,0,0,1,0,null,1,1
1305,0,1,0,0,0,1,0,1
1306,2,1,1,0,0,1,0,1
1308,2,1,1,0,0,null,0,2
1309,2,1,0,0,1,null,0,2
1310,2,1,1,0,1,1,0,1
1311,2,0,0,1,1,1,1,2
1313,1,1,0,0,0,null,0,1
1314,2,0,0,1,0,null,1,2
1315,1,1,0,1,0,1,1,1
1317,2,1,0,1,0,1,1,1
1319,2,1,0,0,1,1,0,1
1321,2,1,1,0,1,null,0,1
1322,2,1,0,0,0,null,0,1
1323,2,0,0,0,0,1,1,1
1324,2,1,1,0,1,null,0,1
1325,0,0,1,1,1,2,1,2
1326,2,1,0,1,0,1,1,2
1328,2,1,1,0,1,1,1,2
1329,1,1,0,0,1,null,0,2
1331,0,0,1,0,0,1,0,1
1334,2,0,0,0,1,2,0,2
1336,1,0,1,1,0,1,1,2
1337,1,1,0,0,0,null,0,1
1338,1,1,0,1,0,null,1,2
1339,1,1,0,1,0,1,1,2
1341,2,1,0,0,1,null,1,2
1342,1,1,0,1,1,null,1,1
1343,1,1,1,0,1,1,0,2
1346,2,1,1,0,1,1,0,2
1347,1,0,1,0,1,2,1,2
1348,0,1,1,0,1,2,1,2
1350,2,1,1,0,1,null,0,2
1353,2,1,0,0,1,null,0,1
1357,1,1,1,0,0,1,0,1
1359,1,1,0,0,1,null,0,1
1360,2,1,1,0,0,null,1,1
1361,2,1,1,0,1,1,0,2
1362,2,0,1,0,1,null,1,2
1364,2,1,0,0,1,null,1,1
1365,2,1,0,0,1,null,0,2
1366,1,0,0,0,1,null,0,2
1371,1,1,1,1,0,1,1,2
1372,1,1,1,0,1,0,0,1
1373,2,1,0,0,1,null,0,1
1374,1,1,1,1,0,null,1,2
1376,1,1,1,0,1,1,0,2
1377,1,1,0,1,0,2,1,2
1379,2,1,1,0,1,1,0,2
1380,2,0,0,0,1,null,0,1
1382,null,1,1,0,1,null,0,1
1383,0,1,0,1,0,2,1,2
1384,0,0,0,1,0,null,1,2
1385,1,0,0,0,0,1,0,2
1388,2,1,0,0,1,null,0,1
1389,2,1,0,1,0,null,1,1
1390,1,0,0,0,0,null,0,2
1394,2,0,0,1,0,null,1,1
1395,2,0,0,0,1,null,0,2
1397,1,1,0,0,1,0,0,1
1398,1,1,0,0,1,2,0,2
1399,1,1,0,0,0,1,0,1
1402,2,1,1,0,1,2,0,2
1403,2,0,0,0,1,null,0,1
1404,1,1,0,0,0,null,0,1
1405,1,1,0,0,0,null,0,0
1406,1,1,0,1,0,2,1,2
1407,2,0,0,1,1,null,1,2
1409,2,1,1,0,0,null,1,1
1410,2,0,0,0,0,null,0,0
1413,1,1,0,0,1,2,1,2
1416,0,1,1,1,1,0,1,1
1418,1,1,0,0,0,null,1,1
1420,2,1,0,0,1,null,0,1
1421,2,1,1,1,0,null,1,1
1425,0,0,0,1,1,1,1,2
1426,1,1,1,1,0,null,1,2
1428,2,1,1,0,0,2,1,2
1429,2,1,0,0,1,null,0,1
1430,1,1,0,1,0,null,1,0
1431,1,1,0,1,0,1,1,2
1436,1,1,0,1,0,null,1,1
1437,1,0,0,0,1,2,1,2
1438,2,1,1,1,0,null,1,2
1440,2,1,0,0,1,null,0,1
1441,1,1,1,0,1,null,0,1
1444,0,1,1,1,0,1,1,2
1446,0,1,0,0,1,2,0,2
1449,2,1,1,0,1,null,0,1
1450,2,1,0,1,0,0,1,0
1451,1,0,0,0,1,1,1,1
1452,2,1,1,0,1,null,1,2
1458,1,1,1,0,1,1,0,2
1459,2,1,0,0,1,2,0,2
1460,null,1,0,0,1,null,1,2
1461,2,1,0,0,1,null,0,1
1463,2,1,1,1,0,1,1,2
1464,2,1,0,0,1,2,0,2
1466,1,1,0,0,0,1,1,2
1468,1,0,0,1,0,2,1,2
1469,2,0,0,0,1,1,0,1
1470,2,1,1,0,1,1,1,1
1471,1,1,1,1,0,1,1,2
1472,2,1,0,0,1,1,1,2
1479,1,1,1,0,1,1,1,2
1481,0,1,0,1,0,null,1,2
1483,1,1,1,0,1,null,0,1
1484,1,0,0,0,0,null,0,1
1485,2,1,0,0,1,1,0,1
1486,0,1,1,0,1,2,0,2
1487,1,0,0,0,1,1,1,2
1491,2,0,0,0,1,null,0,0
1492,1,0,0,1,0,null,0,0
1493,0,1,1,1,0,1,1,1
1494,1,0,1,1,0,2,1,2
1497,0,1,0,0,0,null,1,2
1498,2,1,1,0,1,null,0,2
1499,2,0,0,0,1,null,0,1
1500,2,1,1,1,1,1,1,2
1501,2,1,0,0,1,1,0,2
1502,2,1,1,0,1,1,0,1
1504,1,1,0,0,0,null,1,1
1505,2,1,1,0,1,null,0,1
1506,1,1,0,1,0,0,1,1
1507,2,1,0,0,1,null,0,1
1508,2,1,0,0,1,null,0,1
1509,1,1,1,0,0,null,0,0
1510,2,1,0,1,0,null,1,1
1512,null,1,1,1,0,null,1,2
1513,1,1,0,0,0,null,0,2
1516,0,1,0,0,0,1,0,1
1517,2,1,1,0,1,null,0,1
1523,1,1,0,0,1,null,0,2
1526,2,1,0,1,1,null,1,0
1529,2,1,1,0,0,null,0,1
1530,2,0,0,0,1,null,0,1
1531,2,1,0,0,1,null,0,1
1533,1,1,1,0,1,null,0,1
1534,1,0,0,1,0,1,1,2
1535,2,1,1,0,1,null,0,1
1536,0,1,1,1,0,1,1,2
1537,0,1,0,0,1,1,0,2
1539,2,1,0,0,0,null,0,2
1540,1,1,0,0,1,null,0,1
1541,2,0,0,0,1,null,0,1
1543,1,1,0,1,0,null,1,2
1545,0,1,1,0,1,2,1,2
1547,2,0,0,0,1,1,1,1
1548,0,1,0,1,1,1,1,1
1549,1,1,1,0,1,0,1,2
1550,2,1,1,0,1,null,0,1
1551,1,0,0,0,1,null,0,1
1552,1,1,1,1,0,1,1,2
1553,0,1,1,0,0,null,1,2
1555,2,1,0,0,1,null,0,1
1556,2,0,0,0,1,null,0,0
1557,1,1,1,1,0,1,1,2
1558,2,0,1,0,0,null,0,1
1559,1,1,0,0,1,1,0,1
1561,2,1,1,0,1,1,0,2
1564,1,1,1,0,1,0,0,1
1565,0,1,0,1,0,1,1,2
1566,1,1,1,0,1,null,0,1
1567,2,1,1,0,0,null,0,2
1569,2,1,0,0,1,0,0,0
1572,2,1,1,0,0,null,0,0
1573,1,1,0,0,0,1,1,2
1574,2,1,0,0,0,null,1,1
1575,1,0,0,0,1,null,0,2
1576,1,1,0,0,1,null,1,1
1577,1,1,0,0,1,null,0,1
1578,1,1,1,1,0,0,1,2
1581,1,0,0,0,1,null,0,0
1582,1,0,1,0,1,null,0,2
1586,1,0,0,1,0,null,1,0
1587,1,1,1,1,0,null,1,2
1588,0,1,1,1,0,2,1,1
1590,2,1,1,0,1,2,0,2
1592,2,1,0,0,1,null,1,2
1593,0,1,0,0,0,null,0,1
1594,2,1,0,1,0,null,1,0
1596,2,0,0,0,0,0,0,1
1598,2,1,0,0,1,1,0,2
1599,1,1,0,0,0,null,0,1
1600,1,1,0,0,1,null,0,1
1603,1,1,0,0,1,1,1,2
1604,1,1,0,0,1,1,1,1
1605,1,0,0,1,0,1,1,2
1606,0,0,0,1,0,null,1,2
1607,2,0,0,0,1,1,0,1
1608,1,1,1,0,1,null,0,1
1609,2,1,1,0,1,null,0,1
1610,2,0,0,0,0,null,1,0
1612,1,1,1,0,0,1,1,1
1613,2,1,1,0,1,1,0,1
1615,2,1,1,0,1,null,0,1
1616,1,0,0,0,1,null,1,2
1618,0,1,0,0,1,null,0,1
1623,1,0,1,1,0,2,1,1
1624,1,0,0,0,1,null,1,1
1627,2,0,1,0,1,null,0,2
1628,0,1,1,0,1,null,1,2
1629,1,1,0,1,0,1,1,1
1630,1,1,1,0,1,1,0,2
1631,1,0,0,1,0,null,0,1
1632,2,0,1,1,0,null,1,2
1633,0,1,1,0,1,null,1,2
1634,1,1,0,0,0,null,0,1
1635,1,1,1,1,1,null,1,2
1636,2,0,0,0,1,1,0,1
1638,1,1,1,1,1,null,1,1
1640,0,0,1,1,0,1,1,1
1641,2,0,0,0,1,null,0,1
1642,1,1,0,0,0,0,0,0
1643,0,1,1,0,1,2,0,2
1644,1,1,1,1,0,2,1,2
1645,2,0,1,0,1,1,0,2
1648,0,0,0,0,0,null,0,1
1650,0,0,1,0,0,1,0,2
1654,1,1,1,1,0,0,1,2
1656,2,1,1,0,0,1,1,2
1657,0,1,0,0,1,null,1,0
1658,1,0,0,0,1,null,0,2
1659,2,1,1,0,1,null,0,1
1660,1,1,1,0,0,1,1,2
1661,0,1,1,1,0,2,1,2
1662,1,0,0,0,0,null,1,1
1663,2,1,0,1,0,null,1,1
1664,2,1,0,0,0,null,0,0
1665,1,0,0,1,0,null,1,2
1666,2,0,0,0,0,null,1,1
1667,1,1,0,0,0,null,0,1
1668,1,1,0,0,1,null,0,1
1669,1,1,0,0,1,null,1,2
1670,1,1,0,0,0,null,0,1
1671,2,1,1,1,0,null,1,2
1672,2,1,0,0,0,null,0,2
1673,2,1,1,0,1,null,1,2
1675,2,0,1,0,1,0,0,1
1676,2,0,0,0,1,null,0,1
1677,1,1,1,1,1,1,1,2
1679,1,0,0,0,1,null,0,0
1680,1,1,0,0,1,null,0,2
1682,2,0,0,0,1,null,0,1
1684,1,0,0,0,1,1,0,2
1689,0,0,1,0,1,null,1,2
1690,1,1,0,0,1,1,0,1
1691,1,0,0,0,0,1,0,2
1692,2,1,1,0,1,null,0,1
1695,1,1,0,1,1,1,1,2
1697,1,1,1,1,0,1,1,2
1699,2,1,0,0,0,2,0,1
1700,1,1,0,0,1,null,0,1
1704,2,0,0,0,1,1,0,2
1705,null,1,1,0,0,1,0,1
1706,2,1,0,0,1,null,0,1
1707,2,1,1,0,1,null,0,1
1708,1,1,0,1,1,null,1,2
1709,2,1,0,0,1,null,0,1
1710,2,1,1,1,0,2,1,2
1711,2,1,1,0,1,null,1,2
1712,2,1,1,0,0,1,0,2
1714,1,0,0,1,0,2,1,2
1715,2,0,0,1,1,null,1,1
1716,2,0,0,0,1,1,0,1
1717,2,1,0,0,1,null,0,1
1718,0,1,1,0,0,null,0,1
1720,2,1,0,0,1,null,0,1
1721,0,1,1,0,1,2,1,2
1722,0,1,0,0,1,null,0,1
1724,1,0,1,0,1,null,0,1
1725,1,1,1,0,1,2,1,2
1727,1,0,0,1,0,2,1,2
1728,1,0,0,1,0,null,1,0
1729,1,1,1,0,1,1,0,1
1730,2,0,1,0,1,null,0,1
1733,0,0,0,0,1,null,0,1
1734,2,1,0,0,1,1,0,1
1735,0,1,0,1,0,1,1,1
1736,null,1,0,0,1,null,0,2
1740,1,0,0,0,0,0,0,0
1741,1,0,0,0,1,null,1,1
1742,1,1,1,0,1,0,0,1
1747,1,1,0,0,1,null,0,1
1749,1,1,1,0,1,1,1,2
1750,2,1,0,0,1,null,0,1
1751,2,1,1,0,0,null,1,2
1752,2,1,0,0,0,null,0,0
1753,1,1,1,0,0,null,1,2
1755,1,1,1,1,1,null,1,2
1757,1,1,0,0,1,null,0,2
1758,1,1,0,1,0,1,1,2
1760,1,1,0,0,1,1,0,2
1761,2,0,0,0,1,null,0,1
1762,0,0,1,0,1,1,1,2
1763,2,0,0,0,1,null,0,1
1764,1,1,0,0,1,null,0,2
1765,1,1,1,0,0,0,1,2
1767,2,1,0,0,0,null,0,1
1768,1,1,0,0,0,2,0,2
1770,1,1,1,0,0,1,1,1
1771,1,1,1,1,0,1,0,1
1772,0,1,1,1,0,1,1,2
1773,1,1,0,1,0,null,1,0
1774,1,1,0,0,1,null,0,1
1776,2,1,0,0,1,0,0,0
1777,0,1,1,0,1,null,0,2
1778,0,0,0,1,0,2,1,2
1779,2,1,0,0,1,null,1,2
1780,1,1,1,0,0,null,1,2
1781,1,0,0,0,0,null,1,1
1783,2,1,0,0,0,1,1,2
1784,null,1,0,0,1,null,0,2
1786,1,1,1,0,1,1,1,2
1788,2,0,1,1,0,1,1,2
1789,2,0,0,0,1,null,0,1
1791,1,1,1,1,0,null,1,2
1793,1,1,0,0,1,1,0,1
1794,2,1,0,0,1,null,1,0
1796,1,1,0,1,0,0,1,1
1797,1,1,1,0,0,null,1,1
1798,1,1,0,0,0,null,0,1
1799,2,1,0,0,0,0,0,1
1801,1,1,0,0,0,null,1,1
1802,1,0,0,0,1,null,0,2
1804,2,0,0,0,1,null,0,1
1807,2,1,0,0,0,null,0,1
1808,2,0,0,1,1,null,0,0
1809,1,1,1,0,1,null,1,1
1810,1,0,0,0,1,1,1,2
1811,0,1,1,0,0,1,1,2
1812,1,0,0,0,0,0,1,1
1815,1,1,1,0,1,null,1,2
1816,1,1,1,0,0,2,1,2
1817,1,1,1,0,1,1,1,2
1818,1,1,1,0,1,null,0,2
1819,2,1,1,0,1,1,0,2
1820,1,1,0,0,0,0,0,1
1821,2,1,0,0,1,null,1,2
1822,1,1,1,0,1,null,0,1
1824,1,1,1,1,0,1,1,2
1825,1,1,1,1,0,null,1,2
1827,1,0,0,0,0,0,0,0
1828,1,1,0,0,1,null,0,1
1829,1,1,1,0,0,null,1,2
1830,0,1,1,0,1,null,0,2
1831,2,1,0,0,1,null,0,0
1832,2,1,1,0,1,null,1,2
1834,1,0,0,1,1,null,1,1
1835,2,0,0,0,1,null,1,2
1836,2,0,0,0,0,0,0,0
1837,1,1,1,0,0,0,0,0
1838,2,0,0,0,0,null,0,0
1840,1,1,1,0,0,null,1,1
1842,1,1,1,0,0,null,1,2
1843,1,1,0,0,0,1,1,1
1844,2,1,0,1,0,null,1,1
1845,1,1,0,0,0,null,0,0
1846,1,1,0,1,0,1,1,2
1847,2,0,0,0,1,null,1,2
1848,0,1,1,0,1,null,1,1
1849,1,1,0,0,0,1,1,2
1850,2,0,0,0,1,1,0,1
1852,1,1,0,0,0,0,0,1
1854,1,0,1,1,1,0,1,1
1855,0,0,0,0,0,1,0,1
1857,2,1,1,0,0,null,1,1
1858,1,1,0,0,1,null,0,2
1859,1,1,0,0,1,null,0,0
1860,2,1,1,0,1,null,1,0
1865,1,0,0,0,0,2,0,2
1866,2,1,1,0,1,2,1,2
1867,0,0,0,1,0,2,1,2
1869,0,1,1,1,0,0,1,2
1870,1,1,1,0,0,1,0,2
1871,1,0,0,1,0,1,1,1
1872,1,1,1,0,1,null,0,1
1874,2,0,0,0,1,1,0,1
1875,2,1,1,0,1,null,0,2
1876,null,1,1,1,1,null,1,2
1877,2,0,0,0,1,2,0,2
1878,1,1,0,1,0,null,1,1
1879,2,1,0,0,1,null,0,1
1880,2,0,0,0,1,null,0,0
1883,1,1,0,1,0,null,1,0
1885,0,1,1,0,0,1,1,2
1886,2,1,0,0,1,2,0,2
1887,2,1,1,0,0,null,1,2
1888,2,1,1,0,0,null,0,1
1889,2,1,0,0,1,2,1,2
1890,0,1,1,0,1,2,0,2
1891,2,1,1,0,1,1,0,1
1892,0,1,0,1,0,1,1,1
1893,2,1,1,0,1,1,0,2
1894,1,0,0,0,0,null,0,1
1895,1,1,1,0,1,null,1,2
1896,2,1,0,0,0,null,0,1
1897,1,0,0,1,1,0,1,1
1903,1,0,1,1,1,1,1,2
1904,0,0,0,0,0,1,1,1
1905,2,0,0,0,1,0,0,0
1906,1,0,0,0,1,null,1,0
1908,1,1,0,1,0,null,0,1
1909,1,1,0,1,0,null,1,2
1910,1,1,1,0,0,2,0,2
1911,1,1,0,0,0,null,0,1
1912,1,1,1,1,1,1,1,2
1914,1,1,0,0,1,0,0,1
1917,1,1,0,0,1,null,0,1
1918,0,0,0,0,0,1,0,0
1919,1,1,1,1,1,1,1,2
1922,1,1,0,1,0,null,1,1
1925,1,1,1,0,1,1,1,2
1926,1,1,1,1,0,null,1,1
1927,1,0,0,0,1,null,0,0
1931,1,1,0,0,0,null,0,1
1934,1,1,0,0,0,0,0,0
1936,1,0,1,0,1,1,1,2
1938,1,1,1,0,1,1,0,1
1939,0,1,0,0,0,null,0,1
1942,2,1,0,0,1,null,0,0
1944,1,0,0,0,0,null,1,2
1946,2,1,0,0,0,null,1,1
1947,1,1,0,0,0,0,0,0
1949,1,1,1,0,0,null,1,2
1950,2,1,0,0,1,1,0,2
1951,2,1,0,0,1,null,1,1
1952,0,1,0,1,0,null,1,1
1953,0,0,1,0,0,1,0,1
1955,1,1,0,1,0,2,1,2
1956,2,1,0,0,1,null,0,0
1959,2,0,0,0,1,1,1,2
1962,0,1,1,1,0,1,1,2
1967,2,1,0,0,1,null,0,0
1968,1,1,1,1,0,null,1,1
1969,2,1,1,0,1,null,0,2
1970,1,0,0,0,0,null,1,2
1971,2,0,0,0,1,null,0,1
1972,1,1,1,1,1,1,1,1
1975,1,1,1,0,1,null,1,2
1977,2,0,0,0,1,null,0,1
1979,null,1,1,1,0,1,1,1
1980,2,1,0,0,0,0,0,0
1981,2,1,1,0,1,null,1,2
1982,0,1,0,1,0,0,1,2
1983,2,1,1,0,1,null,0,1
1984,2,1,0,0,1,1,1,1
1985,1,1,1,0,0,1,1,2
1986,2,1,0,0,1,null,0,0
1987,2,1,0,1,0,null,0,0
1989,1,0,0,1,1,1,1,1
1990,0,1,1,1,0,1,1,1
1991,1,1,1,1,0,2,1,2
1992,1,1,1,1,0,1,1,1
1993,1,0,0,0,0,null,0,2
1994,2,1,1,0,1,1,1,1
1996,1,1,0,1,0,null,1,2
1997,1,0,1,0,1,2,0,2
1998,1,1,1,1,0,null,1,1
2000,1,1,1,0,1,null,0,1
2001,1,1,0,0,0,null,0,2
2003,0,1,0,0,1,1,0,1
2004,1,1,0,1,0,1,1,1
2008,0,1,1,0,1,1,0,2
2009,0,1,0,1,0,1,1,2
2010,2,1,0,0,1,null,0,2
2011,1,1,0,0,1,null,1,2
2012,1,0,0,1,0,null,1,1
2013,2,0,0,0,1,null,0,1
2014,0,0,0,1,0,1,1,2
2017,1,0,0,0,0,null,1,1
2018,1,1,1,0,1,null,0,1
2019,0,1,1,0,0,1,0,1
2020,1,1,0,1,1,1,1,1
2021,2,1,1,1,1,1,1,2
2022,2,1,0,1,0,null,1,1
2023,1,0,0,1,0,1,1,1
2025,0,1,1,0,1,2,0,2
2026,0,1,1,0,0,2,1,2
2027,0,0,0,0,1,null,0,2
2028,1,1,0,1,0,null,1,1
2029,2,1,0,0,1,null,0,1
2030,2,1,0,0,1,1,0,2
2031,1,1,0,0,0,1,0,1
2032,2,1,1,0,1,null,0,1
2033,1,1,0,0,0,null,0,1
2034,2,1,1,1,0,null,1,1
2035,1,1,0,1,0,1,1,1
2036,1,1,1,0,0,1,0,1
2037,2,1,0,1,0,null,1,1
2038,1,1,0,1,0,1,1,1
2039,2,1,0,0,1,0,0,1
2040,1,0,1,0,1,null,1,2
2041,2,0,1,0,1,null,0,1
2043,2,1,0,0,0,null,1,1
2044,1,1,0,0,0,0,0,1
2045,2,1,1,1,0,1,1,2
2046,0,0,1,0,0,1,0,1
2047,2,1,0,0,1,null,0,2
2048,0,1,0,0,0,null,0,2
2049,1,1,1,0,1,1,0,2
2050,2,1,1,0,1,null,0,1
2055,1,0,1,1,0,1,1,1
2056,1,1,1,0,1,1,1,2
2057,2,0,1,0,1,null,0,2
2058,0,1,1,0,1,1,0,2
2059,1,0,1,0,1,null,1,1
2060,0,1,0,0,0,null,1,2
2061,1,1,1,1,1,null,1,2
2062,1,0,0,0,0,1,0,1
2063,2,1,1,1,0,1,1,2
2064,2,1,0,0,1,1,0,1
2068,2,1,0,0,0,1,0,1
2069,1,1,0,0,0,1,1,2
2070,1,0,0,0,0,null,0,0
2071,2,1,0,0,1,null,0,0
2072,1,1,0,1,0,null,1,1
2073,1,0,1,1,1,null,1,1
2074,2,1,0,0,1,null,0,1
2076,2,0,0,0,1,null,1,2
2077,2,1,0,0,1,null,0,0
2080,1,1,1,1,0,1,1,1
2081,2,1,0,0,1,null,0,1
2084,1,1,1,1,0,null,1,0
2085,1,1,1,1,0,1,1,1
2086,1,1,0,1,1,1,1,2
2087,2,1,1,0,1,null,0,2
2088,2,1,0,0,1,null,0,2
2090,1,0,0,0,0,null,0,1
2091,2,1,1,1,1,null,1,1
2092,1,1,0,1,1,null,1,1
2093,0,0,0,0,0,null,0,0
2095,1,1,0,1,0,null,1,2
2098,0,1,1,0,0,null,0,2
2099,2,1,1,0,0,null,1,2
2101,0,1,1,1,0,null,1,1
